,AÑO,VUELTA,CANTON_CODIGO,VOTOS_NULOS_M,VOTOS_NULOS_F,VOTOS_BLANCOS_M,VOTOS_BLANCOS_F,VC_NOBOA_M,VC_CORREA_M,VC_NOBOA_F,VC_CORREA_F,ELECTORES_M,ELECTORAS_F,VOTOS VALIDOS,VOTOS_INVALIDOS,CANTON_NOMBRE,PROVINCIA_NOMBRE
221,2006,2,830,0.0,0.0,52.0,57.0,1079.0,1520.0,997.0,1546.0,4259.0,4115.0,5142.0,109.0,PALLATANGA,CHIMBORAZO
222,2006,2,835,0.0,0.0,119.0,81.0,3212.0,2247.0,3014.0,2055.0,7592.0,6729.0,10528.0,200.0,A.BAQUERIZO MORENO,GUAYAS
223,2006,2,840,0.0,0.0,280.0,300.0,5198.0,4573.0,4610.0,3492.0,15532.0,13087.0,17873.0,580.0,PICHINCHA,MANABI
224,2006,2,845,0.0,0.0,9.0,16.0,994.0,1229.0,971.0,1126.0,3020.0,2999.0,4320.0,25.0,CEVALLOS,TUNGURAHUA
225,2006,2,850,0.0,0.0,14.0,9.0,851.0,1184.0,773.0,1208.0,2861.0,2934.0,4016.0,23.0,MOCHA,TUNGURAHUA
226,2006,2,855,0.0,0.0,9.0,15.0,327.0,505.0,427.0,749.0,1811.0,1931.0,2008.0,24.0,SAN FERNANDO,AZUAY
227,2006,2,860,0.0,0.0,23.0,11.0,369.0,889.0,336.0,891.0,2164.0,1972.0,2485.0,34.0,MARCABELI,EL ORO
228,2006,2,865,0.0,0.0,23.0,17.0,606.0,1146.0,502.0,925.0,2436.0,1925.0,3179.0,40.0,GONZALO PIZARRO,SUCUMBIOS
229,2006,2,870,0.0,0.0,245.0,165.0,4069.0,5482.0,3965.0,4516.0,12904.0,11452.0,18032.0,410.0,SANTA LUCIA,GUAYAS
230,2006,2,875,0.0,0.0,17.0,8.0,447.0,1232.0,334.0,1315.0,2452.0,2201.0,3328.0,25.0,BALSAS,EL ORO
231,2006,2,880,0.0,0.0,17.0,5.0,359.0,588.0,319.0,524.0,1227.0,1050.0,1790.0,22.0,SANTA CLARA,PASTAZA
232,2006,2,881,0.0,0.0,13.0,17.0,271.0,742.0,265.0,588.0,1548.0,1361.0,1866.0,30.0,ARAJUNO,PASTAZA
233,2006,2,885,0.0,0.0,46.0,129.0,553.0,2639.0,590.0,2888.0,5326.0,5428.0,6670.0,175.0,NABON,AZUAY
234,2006,2,890,0.0,0.0,33.0,21.0,1121.0,2122.0,1052.0,1673.0,4820.0,4160.0,5968.0,54.0,CRNL MARCELINO MARIDUENAS,GUAYAS
235,2006,2,895,0.0,0.0,24.0,24.0,770.0,1551.0,625.0,1390.0,3437.0,2934.0,4336.0,48.0,PEDRO VICENTE MALDONADO,PICHINCHA
236,2006,2,896,0.0,0.0,31.0,27.0,1080.0,2053.0,846.0,1858.0,4328.0,3673.0,5837.0,58.0,PUERTO QUITO,PICHINCHA
237,2006,2,900,0.0,0.0,59.0,67.0,841.0,1963.0,789.0,1964.0,4354.0,4237.0,5557.0,126.0,CUMANDA,CHIMBORAZO
238,2006,2,905,0.0,0.0,13.0,31.0,274.0,580.0,416.0,947.0,3775.0,4277.0,2217.0,44.0,DELEG,CANAR
239,2006,2,910,0.0,0.0,161.0,236.0,5903.0,2894.0,5372.0,2423.0,14767.0,12662.0,16592.0,397.0,PEDERNALES,MANABI
240,2006,2,915,0.0,0.0,35.0,85.0,442.0,1352.0,488.0,2135.0,4112.0,4462.0,4417.0,120.0,CHORDELEG,AZUAY
241,2006,2,920,0.0,0.0,89.0,59.0,2632.0,1269.0,2390.0,1184.0,4873.0,4509.0,7475.0,148.0,LOMAS DE SARGENTILLO,GUAYAS
242,2006,2,925,0.0,0.0,11.0,7.0,106.0,462.0,110.0,479.0,1085.0,963.0,1157.0,18.0,SAN JUAN BOSCO,MORONA SANTIAGO
243,2006,2,926,0.0,0.0,23.0,65.0,124.0,1467.0,146.0,1071.0,3501.0,3260.0,2808.0,88.0,TAISHA,MORONA SANTIAGO
244,2006,2,930,0.0,0.0,118.0,160.0,918.0,3759.0,727.0,3691.0,7116.0,7117.0,9095.0,278.0,SIGCHOS,COTOPAXI
245,2006,2,935,0.0,0.0,25.0,54.0,821.0,2110.0,697.0,1646.0,3941.0,3297.0,5274.0,79.0,LORETO,ORELLANA
246,2006,2,940,0.0,0.0,53.0,39.0,2506.0,1487.0,2554.0,1324.0,5147.0,4905.0,7871.0,92.0,NOBOL / PIEDRAHITA,GUAYAS
247,2006,2,945,0.0,0.0,211.0,211.0,5125.0,7397.0,4791.0,6488.0,17469.0,16147.0,23801.0,422.0,BUENA FE,LOS RIOS
248,2006,2,946,0.0,0.0,145.0,148.0,3200.0,4068.0,2882.0,3429.0,10413.0,9140.0,13579.0,293.0,MOCACHE,LOS RIOS
249,2006,2,950,0.0,0.0,17.0,30.0,739.0,788.0,516.0,794.0,2193.0,1917.0,2837.0,47.0,LAS NAVES,BOLIVAR
250,2006,2,955,0.0,0.0,26.0,26.0,358.0,1011.0,284.0,1183.0,2372.0,2225.0,2836.0,52.0,SEVILLA DE ORO,AZUAY
251,2006,2,960,0.0,0.0,7.0,8.0,289.0,398.0,302.0,534.0,1409.0,1398.0,1523.0,15.0,EL PAN,AZUAY
252,2006,2,965,0.0,0.0,107.0,122.0,15794.0,4840.0,16431.0,4723.0,24923.0,25606.0,41788.0,229.0,LA LIBERTAD,GUAYAS
253,2006,2,970,0.0,0.0,137.0,102.0,1830.0,1395.0,1592.0,1046.0,4983.0,4200.0,5863.0,239.0,OLMEDO,MANABI
254,2006,2,975,0.0,0.0,43.0,61.0,3168.0,1821.0,2921.0,1402.0,6251.0,5517.0,9312.0,104.0,PUERTO LOPEZ,MANABI
255,2006,2,980,0.0,0.0,10.0,32.0,472.0,843.0,438.0,811.0,2217.0,1991.0,2564.0,42.0,CENTINELA DEL CONDOR,ZAMORA CHINCHIPE
256,2006,2,981,0.0,0.0,5.0,5.0,174.0,439.0,190.0,383.0,866.0,784.0,1186.0,10.0,PAQUISHA,ZAMORA CHINCHIPE
257,2006,2,985,0.0,0.0,29.0,29.0,955.0,1367.0,854.0,1300.0,3509.0,3227.0,4476.0,58.0,GRAL. A. ELIZALDE,GUAYAS
258,2006,2,986,0.0,0.0,44.0,36.0,1557.0,713.0,1356.0,692.0,2875.0,2571.0,4318.0,80.0,ISIDRO AYORA,GUAYAS
259,2006,2,990,0.0,0.0,7.0,10.0,205.0,479.0,230.0,586.0,1224.0,1311.0,1500.0,17.0,GUACHAPALA,AZUAY
260,2006,2,995,0.0,0.0,16.0,17.0,824.0,1324.0,785.0,1320.0,2803.0,2798.0,4253.0,33.0,SAN PEDRO DE HUACA,CARCHI
