,AÑO,VUELTA,CODIGO_INEC,CANTON_CODIGO,CANTON_NOMBRE,PROVINCIA_NOMBRE,VOTOS_NULOS_M,VOTOS_NULOS_F,VOTOS_BLANCOS_M,VOTOS_BLANCOS_F,VC_NOBOA_M,VC_CORREA_M,VC_NOBOA_F,VC_CORREA_F,VC_GUTIERREZ_M,VC_DAMERVAL_M,VC_VITERI_M,VC_ROSERO_M,VC_ROLDOS_M,VC_SAGNAY_M,VC_VILLACIS_M,VC_MACAS_M,VC_TORRES_M,VC_PROAÑO_M,VC_LARREA_M,VC_GUTIERREZ_F,VC_DAMERVAL_F,VC_VITERI_F,VC_ROSERO_F,VC_ROLDOS_F,VC_SAGNAY_F,VC_VILLACIS_F,VC_MACAS_F,VC_TORRES_F,VC_PROAÑO_F,VC_LARREA_F,ELECTORES_M,ELECTORAS_F,VOTOS VALIDOS,VOTOS_INVALIDOS
27,2006,2,903,95,BALAO,GUAYAS,0.0,0.0,58.0,51.0,1178.0,2374.0,925.0,2139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5011.0,4161.0,6616.0,109.0
28,2006,2,501,100,LATACUNGA,COTOPAXI,0.0,0.0,312.0,591.0,11505.0,27720.0,10633.0,33036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52348.0,59835.0,82894.0,903.0
29,2006,2,KR,101,COREA (SUR) REPUBLICA DE,EUROPA ASIA Y OCEANIA,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,7.0,0.0
30,2006,2,504,105,PUJILI,COTOPAXI,0.0,0.0,292.0,453.0,2548.0,12593.0,2209.0,13830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22395.0,24555.0,31180.0,745.0
31,2006,2,505,110,SALCEDO,COTOPAXI,0.0,0.0,152.0,272.0,3888.0,10084.0,3594.0,11455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19733.0,21682.0,29021.0,424.0
32,2006,2,CR,111,COSTA RICA,AMERICA LATINA EL CARIBE Y AFRICA,0.0,0.0,0.0,0.0,18.0,15.0,16.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,66.0,67.0,0.0
33,2006,2,506,115,SAQUISILI,COTOPAXI,0.0,0.0,58.0,138.0,1308.0,3579.0,1222.0,3869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6792.0,7692.0,9978.0,196.0
34,2006,2,503,120,PANGUA,COTOPAXI,0.0,0.0,87.0,114.0,1546.0,2951.0,1253.0,2584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6718.0,6037.0,8334.0,201.0
35,2006,2,CU,121,CUBA,AMERICA LATINA EL CARIBE Y AFRICA,0.0,0.0,0.0,0.0,7.0,149.0,8.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0,299.0,356.0,0.0
36,2006,2,905,125,COLIMES,GUAYAS,0.0,0.0,104.0,105.0,2105.0,2956.0,1752.0,2322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6908.0,5737.0,9135.0,209.0
37,2006,2,1903,130,NANGARITZA,ZAMORA CHINCHIPE,0.0,0.0,10.0,11.0,270.0,721.0,257.0,577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1515.0,1218.0,1825.0,21.0
38,2006,2,CL,131,CHILE,AMERICA LATINA EL CARIBE Y AFRICA,0.0,0.0,1.0,5.0,293.0,180.0,372.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0,852.0,1084.0,6.0
39,2006,2,1801,135,AMBATO,TUNGURAHUA,0.0,0.0,586.0,947.0,24826.0,50414.0,23862.0,55247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110482.0,118160.0,154349.0,1533.0
40,2006,2,1807,140,SAN PEDRO DE PELILEO,TUNGURAHUA,0.0,0.0,133.0,229.0,5379.0,7746.0,5034.0,8480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17824.0,18893.0,26639.0,362.0
41,2006,2,CN,141,CHINA,EUROPA ASIA Y OCEANIA,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,7.0,0.0
42,2006,2,1808,145,SANTIAGO DE PILLARO,TUNGURAHUA,0.0,0.0,113.0,219.0,3561.0,6606.0,3323.0,7309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14453.0,15502.0,20799.0,332.0
43,2006,2,1802,150,BANOS DE AGUA SANTA,TUNGURAHUA,0.0,0.0,47.0,55.0,2301.0,2811.0,2108.0,2913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7319.0,7087.0,10133.0,102.0
44,2006,2,1805,155,PATATE,TUNGURAHUA,0.0,0.0,19.0,42.0,1116.0,2035.0,995.0,1920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4345.0,4197.0,6066.0,61.0
45,2006,2,1806,160,QUERO,TUNGURAHUA,0.0,0.0,74.0,68.0,2538.0,2392.0,2292.0,2487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6651.0,6686.0,9709.0,142.0
46,2006,2,SV,161,EL SALVADOR,AMERICA LATINA EL CARIBE Y AFRICA,0.0,0.0,0.0,0.0,3.0,8.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,16.0,22.0,0.0
47,2006,2,201,165,GUARANDA,BOLIVAR,0.0,0.0,401.0,709.0,5506.0,14515.0,4884.0,15233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30655.0,33118.0,40138.0,1110.0
48,2006,2,203,170,CHIMBO,BOLIVAR,0.0,0.0,48.0,64.0,1537.0,2260.0,1391.0,2381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5983.0,6369.0,7569.0,112.0
49,2006,2,ES,171,ESPANA,EUROPA ASIA Y OCEANIA,0.0,0.0,362.0,522.0,11272.0,9551.0,12551.0,10123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43305.0,47171.0,43497.0,884.0
50,2006,2,205,175,SAN MIGUEL,BOLIVAR,0.0,0.0,104.0,135.0,2295.0,4551.0,2099.0,5142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10971.0,11872.0,14087.0,239.0
51,2006,2,202,180,CHILLANES,BOLIVAR,0.0,0.0,113.0,129.0,1414.0,2729.0,1261.0,2722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6855.0,6728.0,8126.0,242.0
52,2006,2,US,181,ESTADOS UNIDOS DE AMERICA,EE.UU CANADA,0.0,0.0,26.0,18.0,1762.0,2869.0,1403.0,1470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10017.0,6521.0,7504.0,44.0
53,2006,2,204,185,ECHEANDIA,BOLIVAR,0.0,0.0,58.0,64.0,1619.0,2092.0,1432.0,1864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5230.0,4895.0,7007.0,122.0
54,2006,2,604,190,CHAMBO,CHIMBORAZO,0.0,0.0,32.0,55.0,1177.0,1650.0,1051.0,1886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3986.0,4351.0,5764.0,87.0
55,2006,2,FR,191,FRANCIA,EUROPA ASIA Y OCEANIA,0.0,0.0,0.0,2.0,25.0,34.0,39.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,191.0,163.0,2.0
56,2006,2,601,195,RIOBAMBA,CHIMBORAZO,0.0,0.0,430.0,880.0,16960.0,33028.0,17671.0,38466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73844.0,84543.0,106125.0,1310.0
57,2006,2,607,200,GUANO,CHIMBORAZO,0.0,0.0,113.0,185.0,3371.0,5765.0,3359.0,6842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13538.0,15690.0,19337.0,298.0
58,2006,2,GB,201,REINO UNIDO DE GRAN BRETA,EUROPA ASIA Y OCEANIA,0.0,0.0,0.0,1.0,48.0,89.0,37.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,304.0,264.0,1.0
59,2006,2,603,205,COLTA,CHIMBORAZO,0.0,0.0,275.0,527.0,3201.0,9448.0,2618.0,9207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19884.0,21260.0,24474.0,802.0
60,2006,2,606,210,GUAMOTE,CHIMBORAZO,0.0,0.0,209.0,406.0,1653.0,6816.0,1477.0,6439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12005.0,12407.0,16385.0,615.0
61,2006,2,GT,211,GUATEMALA,AMERICA LATINA EL CARIBE Y AFRICA,0.0,0.0,0.0,0.0,13.0,6.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,17.0,34.0,0.0
62,2006,2,602,215,ALAUSI,CHIMBORAZO,0.0,0.0,256.0,404.0,2089.0,5973.0,2179.0,5969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16065.0,16347.0,16210.0,660.0
63,2006,2,605,220,CHUNCHI,CHIMBORAZO,0.0,0.0,49.0,120.0,766.0,1309.0,956.0,1643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5362.0,5249.0,4674.0,169.0
64,2006,2,HN,221,HONDURAS,AMERICA LATINA EL CARIBE Y AFRICA,0.0,0.0,0.0,1.0,25.0,37.0,12.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,63.0,105.0,1.0
65,2006,2,609,225,PENIPE,CHIMBORAZO,0.0,0.0,16.0,28.0,901.0,1137.0,830.0,1174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3021.0,3084.0,4042.0,44.0
66,2006,2,1305,230,FLAVIO ALFARO,MANABI,0.0,0.0,226.0,219.0,3185.0,3501.0,2738.0,3032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10024.0,8732.0,12456.0,445.0
67,2006,2,HU,231,HUNGRIA,EUROPA ASIA Y OCEANIA,0.0,0.0,0.0,0.0,3.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,7.0,16.0,0.0
68,2006,2,301,235,AZOGUES,CANAR,0.0,0.0,133.0,292.0,4222.0,8477.0,5115.0,12776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29336.0,31771.0,30590.0,425.0
69,2006,2,303,240,CANAR,CANAR,0.0,0.0,182.0,362.0,2946.0,6113.0,3490.0,8381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21944.0,22277.0,20930.0,544.0
70,2006,2,307,241,SUSCAL,CANAR,0.0,0.0,27.0,31.0,327.0,654.0,385.0,838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2469.0,2319.0,2204.0,58.0
71,2006,2,IN,242,INDIA,EUROPA ASIA Y OCEANIA,0.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,5.0,2.0
72,2006,2,302,245,BIBLIAN,CANAR,0.0,0.0,55.0,132.0,1274.0,1840.0,1812.0,3115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10798.0,10991.0,8041.0,187.0
