,AÑO,VUELTA,CANTON_CODIGO,VOTOS_NULOS_M,VOTOS_NULOS_F,VOTOS_BLANCOS_M,VOTOS_BLANCOS_F,VC_BORJA_M,VC_VELAZQUEZ_M,VC_VARGAS_M,VC_HURTADO_M,VC_ROLDOS_M,VC_NOBOA_M,VC_NEIRA_M,VC_ALARCON_M,VC_JUEZ_M,VC_BUCARAM_M,VC_GUTIERREZ_M,VC_BORJA_F,VC_VELAZQUEZ_F,VC_VARGAS_F,VC_HURTADO_F,VC_ROLDOS_F,VC_NOBOA_F,VC_NEIRA_F,VC_ALARCON_F,VC_JUEZ_F,VC_BUCARAM_F,VC_GUTIERREZ_F,ELECTORES_M,ELECTORAS_F,VOTOS VALIDOS,VOTOS_INVALIDOS,CANTON_NOMBRE,PROVINCIA_NOMBRE
85,2002,1,420,2655.0,3659.0,1567.0,1169.0,1010.0,819.0,110.0,121.0,2908.0,6979.0,3943.0,114.0,377.0,6695.0,8403.0,1089.0,769.0,82.0,122.0,3713.0,7338.0,4491.0,89.0,749.0,6250.0,6401.0,54435.0,54114.0,62572.0,9050.0,MILAGRO,GUAYAS
86,2002,1,425,728.0,807.0,679.0,411.0,690.0,109.0,21.0,41.0,499.0,1748.0,2709.0,22.0,63.0,1942.0,502.0,503.0,97.0,13.0,33.0,695.0,1439.0,3054.0,7.0,116.0,1489.0,294.0,13253.0,11774.0,16086.0,2625.0,SAMBORONDON,GUAYAS
87,2002,1,430,1001.0,1093.0,1295.0,820.0,350.0,73.0,27.0,21.0,504.0,2318.0,1552.0,38.0,56.0,2741.0,815.0,289.0,66.0,29.0,24.0,659.0,1889.0,1662.0,25.0,107.0,1885.0,510.0,16609.0,13879.0,15640.0,4209.0,SALITRE,GUAYAS
88,2002,1,435,717.0,824.0,643.0,477.0,306.0,115.0,27.0,24.0,590.0,1258.0,981.0,40.0,74.0,2610.0,2339.0,267.0,116.0,19.0,32.0,805.0,1219.0,987.0,28.0,124.0,2305.0,1759.0,16067.0,13739.0,16025.0,2661.0,NARANJAL,GUAYAS
89,2002,1,440,4500.0,6007.0,2586.0,2255.0,2994.0,6602.0,70.0,288.0,6392.0,10667.0,5075.0,264.0,450.0,11750.0,2919.0,3399.0,6060.0,90.0,327.0,8586.0,11612.0,5876.0,284.0,986.0,10416.0,2510.0,84714.0,88196.0,97617.0,15348.0,PORTOVIEJO,MANABI
90,2002,1,445,936.0,1360.0,565.0,599.0,331.0,296.0,33.0,66.0,854.0,2899.0,1494.0,27.0,165.0,1740.0,528.0,339.0,218.0,23.0,60.0,894.0,2490.0,1565.0,37.0,251.0,1695.0,339.0,14636.0,14267.0,16344.0,3460.0,MONTECRISTI,MANABI
91,2002,1,446,100.0,157.0,223.0,161.0,45.0,33.0,1.0,6.0,239.0,1024.0,265.0,1.0,25.0,517.0,58.0,52.0,17.0,6.0,3.0,330.0,1079.0,296.0,3.0,35.0,496.0,36.0,3579.0,3299.0,4567.0,641.0,JARAMIJO,MANABI
92,2002,1,450,2921.0,3770.0,1437.0,1452.0,2188.0,2322.0,126.0,215.0,8520.0,12039.0,2628.0,143.0,747.0,5930.0,2462.0,2308.0,1932.0,102.0,211.0,10756.0,12341.0,2809.0,138.0,1352.0,5650.0,1593.0,63996.0,66477.0,76512.0,9580.0,MANTA,MANABI
93,2002,1,455,2053.0,2533.0,1273.0,1021.0,808.0,1688.0,40.0,82.0,1695.0,3789.0,2490.0,130.0,211.0,2612.0,2615.0,774.0,1372.0,76.0,103.0,1883.0,3286.0,2671.0,94.0,278.0,1900.0,1596.0,29336.0,27292.0,30193.0,6880.0,JIPIJAPA,MANABI
94,2002,1,460,851.0,956.0,772.0,611.0,365.0,206.0,17.0,20.0,591.0,1476.0,646.0,28.0,37.0,1735.0,476.0,318.0,184.0,6.0,32.0,584.0,1099.0,583.0,37.0,57.0,1383.0,259.0,12921.0,11517.0,10139.0,3190.0,24 DE MAYO,MANABI
95,2002,1,465,621.0,800.0,708.0,528.0,360.0,404.0,11.0,48.0,703.0,1591.0,654.0,22.0,49.0,2155.0,670.0,363.0,361.0,6.0,58.0,1010.0,1453.0,669.0,21.0,130.0,2051.0,512.0,11950.0,11262.0,13301.0,2657.0,ROCAFUERTE,MANABI
96,2002,1,470,1219.0,1533.0,941.0,750.0,322.0,369.0,23.0,67.0,773.0,2015.0,1994.0,49.0,66.0,2655.0,377.0,293.0,299.0,14.0,36.0,1054.0,1833.0,1766.0,40.0,121.0,1895.0,299.0,19378.0,17023.0,16360.0,4443.0,SANTA ANA,MANABI
97,2002,1,475,1046.0,1431.0,859.0,834.0,544.0,291.0,32.0,34.0,2061.0,3096.0,1214.0,70.0,95.0,2541.0,535.0,539.0,239.0,12.0,36.0,2690.0,3004.0,1033.0,53.0,180.0,1951.0,339.0,20325.0,19251.0,20589.0,4170.0,SUCRE,MANABI
98,2002,1,476,219.0,303.0,441.0,342.0,176.0,56.0,4.0,9.0,313.0,398.0,209.0,6.0,8.0,244.0,82.0,149.0,46.0,1.0,3.0,389.0,318.0,112.0,6.0,22.0,172.0,52.0,3866.0,3291.0,2775.0,1305.0,JAMA,MANABI
99,2002,1,477,363.0,441.0,422.0,374.0,114.0,41.0,6.0,6.0,785.0,1159.0,221.0,9.0,37.0,518.0,254.0,96.0,50.0,5.0,48.0,996.0,984.0,201.0,8.0,41.0,427.0,230.0,6627.0,6154.0,6236.0,1600.0,SAN VICENTE,MANABI
100,2002,1,480,2792.0,3612.0,1224.0,1074.0,1152.0,1258.0,43.0,105.0,3243.0,5153.0,3291.0,194.0,175.0,4546.0,914.0,1064.0,1238.0,31.0,124.0,5648.0,4722.0,2470.0,189.0,429.0,3387.0,703.0,44381.0,43291.0,40079.0,8702.0,CHONE,MANABI
101,2002,1,485,558.0,835.0,402.0,419.0,840.0,406.0,7.0,15.0,950.0,1256.0,1518.0,44.0,36.0,2414.0,228.0,763.0,372.0,16.0,14.0,1213.0,1275.0,1403.0,36.0,68.0,2025.0,155.0,15183.0,14408.0,15054.0,2214.0,BOLIVAR,MANABI
102,2002,1,490,468.0,631.0,334.0,251.0,215.0,95.0,11.0,14.0,582.0,851.0,704.0,16.0,22.0,1279.0,131.0,204.0,97.0,4.0,16.0,748.0,626.0,587.0,22.0,24.0,1032.0,99.0,8329.0,7260.0,7379.0,1684.0,JUNIN,MANABI
103,2002,1,495,1421.0,1590.0,1149.0,786.0,481.0,170.0,26.0,31.0,468.0,2068.0,2029.0,60.0,44.0,2294.0,1387.0,388.0,165.0,20.0,33.0,582.0,1420.0,2036.0,41.0,54.0,1591.0,732.0,18812.0,15928.0,16120.0,4946.0,PAJAN,MANABI
104,2002,1,500,2029.0,2382.0,1194.0,956.0,1034.0,221.0,73.0,109.0,2707.0,2445.0,2167.0,82.0,101.0,2593.0,1361.0,998.0,186.0,61.0,117.0,3906.0,1946.0,1641.0,59.0,221.0,1852.0,820.0,28355.0,26002.0,24700.0,6561.0,EL CARMEN,MANABI
105,2002,1,505,529.0,682.0,521.0,363.0,239.0,79.0,38.0,14.0,335.0,980.0,1433.0,25.0,63.0,1624.0,1793.0,253.0,54.0,10.0,10.0,513.0,905.0,1867.0,14.0,115.0,1470.0,1185.0,12613.0,11096.0,13019.0,2095.0,EL TRIUNFO,GUAYAS
106,2002,1,510,414.0,646.0,396.0,343.0,67.0,21.0,3.0,11.0,196.0,859.0,415.0,7.0,25.0,263.0,3432.0,61.0,16.0,6.0,9.0,281.0,1002.0,574.0,9.0,35.0,311.0,2727.0,11385.0,10079.0,10330.0,1799.0,NARANJITO,GUAYAS
107,2002,1,515,2518.0,3320.0,1717.0,1408.0,1049.0,443.0,73.0,89.0,3871.0,5729.0,2464.0,161.0,196.0,8056.0,2723.0,1080.0,373.0,47.0,75.0,5190.0,5467.0,2733.0,171.0,394.0,7352.0,1862.0,43987.0,43175.0,49598.0,8963.0,BABAHOYO,LOS RIOS
108,2002,1,516,445.0,489.0,365.0,301.0,197.0,81.0,11.0,26.0,354.0,692.0,290.0,37.0,92.0,1705.0,943.0,185.0,55.0,4.0,9.0,434.0,587.0,245.0,14.0,134.0,1384.0,579.0,8079.0,6784.0,8058.0,1600.0,VALENCIA,LOS RIOS
109,2002,1,520,996.0,1032.0,796.0,556.0,377.0,38.0,17.0,21.0,497.0,1459.0,902.0,23.0,49.0,2510.0,331.0,239.0,24.0,10.0,13.0,668.0,1202.0,1010.0,19.0,81.0,1813.0,204.0,11806.0,9914.0,11507.0,3380.0,BABA,LOS RIOS
110,2002,1,525,1658.0,1759.0,1353.0,1157.0,477.0,147.0,44.0,35.0,1569.0,2384.0,2143.0,61.0,101.0,3345.0,1850.0,398.0,115.0,49.0,37.0,1935.0,2270.0,2372.0,39.0,226.0,2887.0,1228.0,22938.0,20808.0,23712.0,5927.0,VINCES,LOS RIOS
111,2002,1,530,673.0,774.0,533.0,456.0,306.0,37.0,29.0,8.0,512.0,756.0,638.0,21.0,40.0,2215.0,645.0,262.0,38.0,19.0,13.0,753.0,766.0,665.0,23.0,67.0,1652.0,382.0,9468.0,8415.0,9847.0,2436.0,PUEBLO VIEJO,LOS RIOS
112,2002,1,535,520.0,638.0,538.0,434.0,256.0,52.0,11.0,28.0,381.0,851.0,522.0,35.0,50.0,1609.0,1265.0,189.0,50.0,9.0,17.0,502.0,770.0,576.0,29.0,100.0,1500.0,810.0,10079.0,9065.0,9612.0,2130.0,URDANETA,LOS RIOS
113,2002,1,540,2999.0,3993.0,1654.0,1686.0,1061.0,703.0,79.0,147.0,4840.0,5490.0,3957.0,118.0,651.0,5469.0,6042.0,1033.0,487.0,46.0,144.0,6235.0,5592.0,4271.0,96.0,1592.0,4598.0,4697.0,56932.0,55929.0,57348.0,10332.0,QUEVEDO,LOS RIOS
114,2002,1,545,1306.0,1580.0,906.0,679.0,405.0,115.0,32.0,27.0,590.0,2356.0,960.0,38.0,101.0,3199.0,3687.0,419.0,88.0,29.0,17.0,892.0,2351.0,1064.0,40.0,250.0,3300.0,2650.0,22904.0,21321.0,22610.0,4471.0,VENTANAS,LOS RIOS
115,2002,1,550,450.0,574.0,502.0,414.0,334.0,168.0,13.0,47.0,479.0,1338.0,753.0,24.0,36.0,1541.0,361.0,288.0,151.0,16.0,43.0,616.0,1091.0,709.0,16.0,89.0,1127.0,230.0,12095.0,11015.0,9470.0,1940.0,TOSAGUA,MANABI
116,2002,1,555,207.0,288.0,239.0,302.0,164.0,7.0,12.0,7.0,83.0,85.0,63.0,9.0,6.0,159.0,554.0,134.0,8.0,7.0,7.0,179.0,83.0,51.0,9.0,3.0,130.0,437.0,3056.0,2928.0,2197.0,1036.0,PUCARA,AZUAY
117,2002,1,556,70.0,114.0,221.0,191.0,135.0,13.0,2.0,4.0,235.0,184.0,73.0,2.0,5.0,237.0,435.0,117.0,9.0,3.0,8.0,252.0,152.0,76.0,2.0,20.0,173.0,361.0,2535.0,2151.0,2498.0,596.0,CAMILO PONCE ENRIQUEZ,AZUAY
118,2002,1,560,2932.0,3975.0,1449.0,1638.0,1086.0,1006.0,102.0,151.0,5112.0,4133.0,785.0,186.0,279.0,10430.0,3360.0,1011.0,868.0,63.0,156.0,6577.0,4435.0,729.0,186.0,731.0,11382.0,2936.0,54455.0,57499.0,55704.0,9994.0,ESMERALDAS,ESMERALDAS
119,2002,1,561,444.0,520.0,516.0,374.0,329.0,26.0,13.0,19.0,386.0,211.0,81.0,14.0,11.0,1308.0,219.0,217.0,15.0,37.0,29.0,448.0,190.0,67.0,15.0,28.0,1061.0,127.0,7030.0,5377.0,4851.0,1854.0,RIO VERDE,ESMERALDAS
120,2002,1,565,591.0,568.0,453.0,421.0,351.0,32.0,48.0,51.0,231.0,864.0,270.0,21.0,16.0,1074.0,315.0,350.0,42.0,31.0,63.0,174.0,702.0,302.0,36.0,20.0,985.0,174.0,10256.0,8526.0,6152.0,2033.0,ELOY ALFARO,ESMERALDAS
121,2002,1,570,377.0,568.0,369.0,300.0,264.0,21.0,17.0,36.0,1052.0,371.0,132.0,14.0,15.0,791.0,356.0,209.0,14.0,14.0,39.0,1036.0,255.0,85.0,23.0,26.0,537.0,202.0,7468.0,5794.0,5509.0,1614.0,MUISNE,ESMERALDAS
122,2002,1,575,2262.0,2401.0,1800.0,1394.0,1276.0,257.0,91.0,113.0,2493.0,2578.0,959.0,140.0,138.0,4261.0,2513.0,993.0,168.0,57.0,103.0,2833.0,1938.0,637.0,103.0,286.0,3451.0,1644.0,34453.0,28577.0,27032.0,7857.0,QUININDE,ESMERALDAS
123,2002,1,580,455.0,642.0,419.0,448.0,506.0,41.0,14.0,43.0,247.0,769.0,159.0,33.0,15.0,1008.0,219.0,546.0,34.0,16.0,42.0,232.0,653.0,207.0,36.0,31.0,944.0,219.0,7556.0,7224.0,6014.0,1964.0,SAN LORENZO,ESMERALDAS
124,2002,1,585,35.0,48.0,68.0,42.0,88.0,4.0,2.0,1.0,37.0,32.0,36.0,3.0,2.0,221.0,210.0,86.0,3.0,1.0,2.0,63.0,25.0,38.0,2.0,1.0,193.0,165.0,1127.0,1036.0,1215.0,193.0,CHILLA,EL ORO
125,2002,1,590,437.0,620.0,233.0,337.0,292.0,21.0,24.0,58.0,445.0,787.0,179.0,165.0,31.0,479.0,2273.0,348.0,24.0,21.0,46.0,519.0,796.0,201.0,187.0,115.0,480.0,1959.0,9517.0,9026.0,9450.0,1627.0,MORONA,MORONA SANTIAGO
126,2002,1,595,192.0,315.0,152.0,204.0,281.0,13.0,14.0,20.0,508.0,260.0,84.0,14.0,17.0,89.0,633.0,357.0,13.0,10.0,32.0,561.0,267.0,105.0,14.0,45.0,70.0,535.0,4255.0,4054.0,3942.0,863.0,GUALAQUIZA,MORONA SANTIAGO
127,2002,1,600,120.0,167.0,97.0,120.0,205.0,8.0,5.0,10.0,101.0,138.0,51.0,27.0,10.0,62.0,738.0,240.0,12.0,7.0,9.0,133.0,122.0,54.0,25.0,32.0,44.0,746.0,3401.0,3008.0,2779.0,504.0,LIMON INDANZA,MORONA SANTIAGO
128,2002,1,605,133.0,175.0,112.0,162.0,231.0,12.0,6.0,17.0,100.0,203.0,33.0,22.0,9.0,113.0,817.0,234.0,2.0,5.0,15.0,91.0,189.0,25.0,23.0,40.0,70.0,767.0,3342.0,2986.0,3024.0,582.0,SANTIAGO,MORONA SANTIAGO
129,2002,1,610,219.0,301.0,132.0,204.0,212.0,10.0,10.0,29.0,138.0,331.0,59.0,34.0,21.0,306.0,1023.0,263.0,7.0,7.0,37.0,181.0,319.0,64.0,27.0,85.0,366.0,1079.0,5144.0,4770.0,4608.0,856.0,SUCUA,MORONA SANTIAGO
130,2002,1,611,71.0,105.0,77.0,78.0,65.0,1.0,10.0,1.0,21.0,69.0,6.0,22.0,6.0,43.0,450.0,59.0,0.0,6.0,8.0,29.0,61.0,11.0,23.0,11.0,35.0,364.0,1692.0,1537.0,1301.0,331.0,LOGRONO,MORONA SANTIAGO
131,2002,1,615,76.0,116.0,60.0,95.0,150.0,4.0,5.0,7.0,56.0,144.0,12.0,6.0,9.0,62.0,507.0,148.0,9.0,7.0,5.0,70.0,146.0,18.0,10.0,19.0,35.0,420.0,2045.0,1728.0,1849.0,347.0,PALORA,MORONA SANTIAGO
132,2002,1,620,441.0,624.0,510.0,650.0,267.0,26.0,86.0,42.0,157.0,508.0,240.0,33.0,53.0,138.0,6620.0,333.0,26.0,64.0,42.0,179.0,514.0,282.0,33.0,100.0,135.0,6019.0,12670.0,12492.0,15897.0,2225.0,TENA,NAPO
133,2002,1,621,41.0,38.0,35.0,41.0,16.0,0.0,6.0,3.0,10.0,52.0,25.0,0.0,1.0,4.0,452.0,14.0,2.0,4.0,1.0,6.0,25.0,25.0,3.0,11.0,4.0,347.0,859.0,700.0,1011.0,155.0,C.J.AROSEMENA TOLA,NAPO
134,2002,1,625,1284.0,1323.0,886.0,715.0,627.0,52.0,161.0,57.0,666.0,2901.0,392.0,69.0,80.0,2781.0,4214.0,489.0,25.0,102.0,48.0,678.0,2207.0,289.0,61.0,179.0,2221.0,2956.0,22242.0,17165.0,21255.0,4208.0,LAGO AGRIO,SUCUMBIOS
135,2002,1,626,97.0,75.0,202.0,156.0,64.0,8.0,12.0,6.0,32.0,139.0,58.0,9.0,6.0,176.0,380.0,28.0,1.0,3.0,4.0,14.0,116.0,44.0,1.0,6.0,117.0,218.0,1844.0,1198.0,1442.0,530.0,CUYABENO,SUCUMBIOS
136,2002,1,630,43.0,64.0,66.0,76.0,201.0,1.0,61.0,2.0,4.0,114.0,9.0,1.0,2.0,12.0,141.0,161.0,4.0,40.0,1.0,2.0,79.0,13.0,2.0,2.0,13.0,83.0,1183.0,1015.0,948.0,249.0,AGUARICO,ORELLANA
137,2002,1,635,60.0,81.0,39.0,41.0,85.0,6.0,6.0,5.0,37.0,115.0,24.0,6.0,3.0,19.0,631.0,106.0,4.0,3.0,4.0,42.0,91.0,13.0,10.0,17.0,12.0,654.0,1625.0,1466.0,1893.0,221.0,QUIJOS,NAPO
138,2002,1,640,32.0,28.0,37.0,41.0,255.0,1.0,2.0,1.0,21.0,120.0,93.0,5.0,1.0,14.0,190.0,242.0,0.0,1.0,0.0,19.0,100.0,69.0,2.0,11.0,23.0,167.0,1007.0,905.0,1337.0,138.0,SUCUMBIOS,SUCUMBIOS
139,2002,1,645,844.0,931.0,387.0,359.0,478.0,25.0,708.0,36.0,477.0,1411.0,183.0,39.0,93.0,1296.0,2414.0,379.0,19.0,447.0,27.0,488.0,1039.0,137.0,32.0,64.0,916.0,1647.0,12530.0,9483.0,12355.0,2521.0,FCO.DE ORELLANA,ORELLANA
140,2002,1,650,99.0,116.0,100.0,113.0,46.0,4.0,6.0,6.0,11.0,82.0,128.0,4.0,1.0,65.0,411.0,57.0,5.0,2.0,3.0,19.0,78.0,98.0,6.0,3.0,63.0,238.0,1763.0,1420.0,1336.0,428.0,PUTUMAYO,SUCUMBIOS
141,2002,1,655,227.0,312.0,220.0,242.0,281.0,39.0,15.0,46.0,588.0,641.0,240.0,5.0,25.0,368.0,1576.0,227.0,29.0,8.0,33.0,705.0,627.0,242.0,9.0,47.0,326.0,1380.0,7440.0,6803.0,7457.0,1001.0,ZAMORA,ZAMORA CHINCHIPE
142,2002,1,660,71.0,76.0,151.0,172.0,226.0,9.0,10.0,12.0,168.0,211.0,98.0,4.0,18.0,47.0,432.0,162.0,28.0,6.0,6.0,186.0,174.0,78.0,6.0,25.0,38.0,355.0,2421.0,2091.0,2299.0,470.0,CHINCHIPE,ZAMORA CHINCHIPE
143,2002,1,661,73.0,79.0,148.0,120.0,71.0,4.0,5.0,5.0,87.0,79.0,155.0,1.0,9.0,46.0,619.0,48.0,6.0,3.0,4.0,74.0,56.0,185.0,1.0,6.0,41.0,383.0,2042.0,1630.0,1888.0,420.0,PALANDA,ZAMORA CHINCHIPE
144,2002,1,665,29.0,49.0,167.0,241.0,46.0,3.0,12.0,6.0,85.0,91.0,71.0,5.0,6.0,19.0,400.0,38.0,1.0,8.0,12.0,66.0,82.0,71.0,5.0,2.0,23.0,312.0,1356.0,1300.0,1364.0,486.0,YACUAMBI,ZAMORA CHINCHIPE
145,2002,1,670,133.0,199.0,218.0,270.0,92.0,9.0,20.0,26.0,261.0,449.0,106.0,13.0,20.0,266.0,1172.0,78.0,12.0,12.0,22.0,298.0,438.0,112.0,6.0,33.0,217.0,1047.0,5097.0,4638.0,4709.0,820.0,YANZATZA,ZAMORA CHINCHIPE
146,2002,1,675,203.0,277.0,416.0,272.0,63.0,8.0,6.0,4.0,129.0,584.0,310.0,9.0,6.0,294.0,790.0,36.0,2.0,4.0,6.0,223.0,548.0,327.0,7.0,6.0,294.0,528.0,4732.0,4085.0,4184.0,1168.0,PALESTINA,GUAYAS
147,2002,1,680,634.0,814.0,318.0,380.0,676.0,89.0,317.0,89.0,803.0,1105.0,161.0,148.0,52.0,308.0,4472.0,678.0,90.0,244.0,129.0,862.0,1134.0,159.0,213.0,184.0,250.0,4203.0,14139.0,13523.0,16366.0,2146.0,PASTAZA,PASTAZA
148,2002,1,685,56.0,109.0,40.0,47.0,103.0,14.0,40.0,15.0,65.0,117.0,35.0,8.0,9.0,46.0,672.0,131.0,17.0,49.0,17.0,71.0,161.0,17.0,14.0,17.0,36.0,947.0,2096.0,2307.0,2601.0,252.0,MERA,PASTAZA
149,2002,1,690,188.0,240.0,151.0,100.0,245.0,34.0,6.0,9.0,673.0,211.0,272.0,7.0,9.0,319.0,350.0,229.0,37.0,2.0,14.0,870.0,188.0,271.0,3.0,24.0,248.0,272.0,4043.0,3847.0,4293.0,679.0,PORTOVELO,EL ORO
150,2002,1,695,320.0,502.0,258.0,286.0,422.0,78.0,17.0,21.0,749.0,889.0,252.0,50.0,42.0,1671.0,2474.0,399.0,56.0,15.0,28.0,1044.0,939.0,233.0,50.0,117.0,1669.0,2290.0,10913.0,11042.0,13505.0,1366.0,HUAQUILLAS,EL ORO
151,2002,1,700,289.0,438.0,332.0,412.0,148.0,4.0,210.0,24.0,41.0,315.0,115.0,17.0,35.0,97.0,2731.0,154.0,17.0,163.0,40.0,66.0,292.0,128.0,22.0,51.0,94.0,2283.0,5915.0,5819.0,7047.0,1471.0,ARCHIDONA,NAPO
152,2002,1,705,102.0,119.0,116.0,82.0,241.0,10.0,2.0,6.0,138.0,107.0,303.0,1.0,8.0,131.0,380.0,238.0,9.0,9.0,41.0,160.0,86.0,258.0,1.0,27.0,92.0,328.0,2599.0,2288.0,2576.0,419.0,ATAHUALPA,EL ORO
153,2002,1,710,312.0,356.0,305.0,233.0,310.0,49.0,11.0,14.0,328.0,665.0,298.0,26.0,20.0,957.0,1323.0,328.0,38.0,18.0,11.0,436.0,560.0,313.0,29.0,34.0,884.0,1091.0,6835.0,6394.0,7743.0,1206.0,MONTALVO,LOS RIOS
154,2002,1,715,939.0,1238.0,944.0,843.0,149.0,69.0,25.0,17.0,537.0,1893.0,1111.0,33.0,59.0,1720.0,1823.0,170.0,59.0,22.0,24.0,793.0,1625.0,1324.0,24.0,88.0,1443.0,1183.0,13216.0,11917.0,14191.0,3964.0,PEDRO CARBO,GUAYAS
155,2002,1,720,693.0,750.0,597.0,384.0,233.0,18.0,58.0,32.0,193.0,1218.0,158.0,26.0,26.0,1061.0,2473.0,212.0,12.0,36.0,18.0,202.0,923.0,126.0,16.0,58.0,696.0,1746.0,10046.0,7352.0,9541.0,2424.0,SHUSHUFINDI,SUCUMBIOS
156,2002,1,725,446.0,424.0,286.0,227.0,203.0,13.0,154.0,11.0,108.0,778.0,148.0,19.0,19.0,521.0,2168.0,198.0,10.0,79.0,10.0,110.0,574.0,102.0,11.0,32.0,364.0,1482.0,7001.0,5316.0,7114.0,1383.0,JOYA DE LOS SAGCHAS,ORELLANA
157,2002,1,730,113.0,155.0,128.0,82.0,143.0,9.0,2.0,2.0,220.0,104.0,193.0,3.0,4.0,107.0,298.0,118.0,5.0,1.0,5.0,227.0,69.0,184.0,2.0,7.0,85.0,200.0,2402.0,2244.0,1988.0,478.0,PINDAL,LOJA
158,2002,1,735,376.0,512.0,423.0,426.0,523.0,64.0,21.0,44.0,1229.0,1124.0,1229.0,9.0,55.0,1132.0,565.0,669.0,43.0,8.0,25.0,1473.0,915.0,1518.0,10.0,79.0,833.0,426.0,8836.0,8504.0,11994.0,1737.0,PLAYAS,GUAYAS
159,2002,1,740,49.0,57.0,196.0,128.0,102.0,11.0,2.0,10.0,133.0,113.0,57.0,6.0,14.0,57.0,131.0,126.0,6.0,1.0,8.0,168.0,82.0,70.0,6.0,10.0,33.0,113.0,1878.0,1761.0,1259.0,430.0,QUILANGA,LOJA
160,2002,1,745,166.0,161.0,109.0,147.0,46.0,4.0,16.0,6.0,49.0,281.0,73.0,4.0,10.0,241.0,715.0,49.0,3.0,17.0,7.0,58.0,216.0,67.0,3.0,13.0,173.0,496.0,2435.0,1973.0,2547.0,583.0,CASCALES,SUCUMBIOS
161,2002,1,750,461.0,458.0,511.0,367.0,114.0,27.0,20.0,12.0,247.0,745.0,620.0,17.0,21.0,1071.0,215.0,72.0,14.0,11.0,10.0,266.0,553.0,505.0,8.0,23.0,804.0,106.0,6781.0,5420.0,5481.0,1797.0,PALENQUE,LOS RIOS
162,2002,1,755,94.0,104.0,95.0,81.0,58.0,1.0,5.0,2.0,86.0,69.0,267.0,3.0,2.0,216.0,386.0,50.0,2.0,1.0,2.0,97.0,48.0,248.0,1.0,7.0,170.0,304.0,2125.0,1782.0,2025.0,374.0,LAS LAJAS,EL ORO
163,2002,1,760,271.0,291.0,218.0,158.0,160.0,11.0,17.0,5.0,88.0,460.0,322.0,54.0,90.0,260.0,1152.0,151.0,14.0,8.0,6.0,118.0,366.0,297.0,69.0,21.0,271.0,984.0,4660.0,4301.0,4924.0,938.0,CALUMA,BOLIVAR
164,2002,1,765,153.0,251.0,84.0,162.0,151.0,31.0,86.0,22.0,60.0,197.0,75.0,4.0,6.0,123.0,510.0,208.0,48.0,114.0,14.0,64.0,265.0,95.0,13.0,9.0,143.0,639.0,3154.0,3203.0,2877.0,650.0,EL TAMBO,CANAR
165,2002,1,770,148.0,147.0,114.0,108.0,420.0,9.0,13.0,4.0,215.0,226.0,175.0,51.0,10.0,76.0,379.0,379.0,13.0,8.0,10.0,200.0,189.0,134.0,31.0,25.0,41.0,297.0,2917.0,2496.0,2905.0,517.0,SAN MIGUEL DE LOS BANCOS,PICHINCHA
166,2002,1,775,58.0,135.0,116.0,125.0,50.0,8.0,4.0,1.0,78.0,131.0,90.0,5.0,8.0,101.0,549.0,44.0,1.0,6.0,12.0,92.0,135.0,119.0,3.0,21.0,91.0,477.0,2222.0,2028.0,2026.0,434.0,EL PANGUI,ZAMORA CHINCHIPE
167,2002,1,780,56.0,87.0,65.0,182.0,99.0,0.0,2.0,5.0,39.0,60.0,22.0,2.0,2.0,69.0,175.0,116.0,11.0,3.0,3.0,44.0,55.0,37.0,6.0,6.0,86.0,212.0,1080.0,1430.0,1054.0,390.0,ONA,AZUAY
168,2002,1,785,636.0,754.0,479.0,355.0,265.0,31.0,7.0,75.0,969.0,324.0,455.0,17.0,46.0,1518.0,395.0,137.0,45.0,11.0,61.0,1231.0,276.0,318.0,14.0,61.0,1265.0,242.0,8159.0,7071.0,7763.0,2224.0,ATACAMES,ESMERALDAS
169,2002,1,790,268.0,382.0,390.0,303.0,200.0,42.0,29.0,9.0,277.0,931.0,556.0,22.0,55.0,924.0,350.0,171.0,28.0,7.0,6.0,355.0,799.0,554.0,5.0,49.0,819.0,260.0,6048.0,5217.0,6448.0,1343.0,SIMON BOLIVAR,GUAYAS
170,2002,1,795,54.0,110.0,89.0,80.0,31.0,2.0,3.0,2.0,14.0,63.0,2.0,20.0,1.0,26.0,526.0,40.0,2.0,7.0,5.0,17.0,63.0,4.0,22.0,8.0,27.0,401.0,1483.0,1418.0,1286.0,333.0,HUAMBOYA,MORONA SANTIAGO
171,2002,1,796,7.0,10.0,15.0,23.0,13.0,1.0,1.0,2.0,9.0,32.0,3.0,1.0,1.0,4.0,196.0,14.0,0.0,1.0,4.0,9.0,25.0,1.0,0.0,10.0,5.0,162.0,383.0,300.0,494.0,55.0,PABLO SEXTO,MORONA SANTIAGO
172,2002,1,800,46.0,58.0,59.0,66.0,276.0,10.0,9.0,14.0,134.0,431.0,138.0,3.0,10.0,155.0,94.0,256.0,8.0,5.0,15.0,160.0,330.0,147.0,6.0,13.0,135.0,75.0,2029.0,1804.0,2424.0,229.0,SAN CRISTOBAL,GALAPAGOS
173,2002,1,805,173.0,189.0,44.0,70.0,228.0,14.0,19.0,37.0,347.0,634.0,187.0,11.0,21.0,268.0,229.0,189.0,13.0,15.0,40.0,294.0,508.0,180.0,5.0,28.0,271.0,141.0,3063.0,2539.0,3679.0,476.0,SANTA CRUZ,GALAPAGOS
