,AÑO,VUELTA,CANTON_CODIGO,VOTOS_NULOS_M,VOTOS_NULOS_F,VOTOS_BLANCOS_M,VOTOS_BLANCOS_F,VC_NOBOA_M,VC_GUTIERREZ_M,VC_NOBOA_F,VC_GUTIERREZ_F,ELECTORES_M,ELECTORAS_F,VOTOS VALIDOS,VOTOS_INVALIDOS,CANTON_NOMBRE,PROVINCIA_NOMBRE
130,2002,2,611,72.0,66.0,3.0,12.0,66.0,713.0,82.0,633.0,1692.0,1537.0,1494.0,153.0,LOGRONO,MORONA SANTIAGO
131,2002,2,615,68.0,99.0,8.0,20.0,167.0,886.0,193.0,804.0,2045.0,1728.0,2050.0,195.0,PALORA,MORONA SANTIAGO
132,2002,2,620,334.0,462.0,20.0,23.0,623.0,8596.0,741.0,8148.0,12670.0,12492.0,18108.0,839.0,TENA,NAPO
133,2002,2,621,23.0,19.0,2.0,4.0,62.0,583.0,41.0,470.0,859.0,700.0,1156.0,48.0,C.J.AROSEMENA TOLA,NAPO
134,2002,2,625,1201.0,1215.0,88.0,104.0,5026.0,8971.0,4359.0,6553.0,22242.0,17165.0,24909.0,2608.0,LAGO AGRIO,SUCUMBIOS
135,2002,2,626,99.0,84.0,19.0,18.0,325.0,851.0,254.0,475.0,1844.0,1198.0,1905.0,220.0,CUYABENO,SUCUMBIOS
136,2002,2,630,34.0,63.0,3.0,4.0,86.0,521.0,80.0,345.0,1183.0,1015.0,1032.0,104.0,AGUARICO,ORELLANA
137,2002,2,635,50.0,63.0,5.0,7.0,167.0,1022.0,170.0,889.0,1625.0,1466.0,2248.0,125.0,QUIJOS,NAPO
138,2002,2,640,39.0,39.0,3.0,5.0,242.0,510.0,245.0,436.0,1007.0,905.0,1433.0,86.0,SUCUMBIOS,SUCUMBIOS
139,2002,2,645,565.0,647.0,38.0,41.0,2500.0,5801.0,2010.0,4190.0,12530.0,9483.0,14501.0,1291.0,FCO.DE ORELLANA,ORELLANA
140,2002,2,650,85.0,107.0,12.0,13.0,158.0,729.0,144.0,485.0,1763.0,1420.0,1516.0,217.0,PUTUMAYO,SUCUMBIOS
141,2002,2,655,241.0,320.0,20.0,33.0,1733.0,2488.0,1826.0,2216.0,7440.0,6803.0,8263.0,614.0,ZAMORA,ZAMORA CHINCHIPE
142,2002,2,660,55.0,55.0,7.0,16.0,439.0,1022.0,453.0,784.0,2421.0,2091.0,2698.0,133.0,CHINCHIPE,ZAMORA CHINCHIPE
143,2002,2,661,41.0,53.0,6.0,5.0,197.0,1112.0,167.0,824.0,2042.0,1630.0,2300.0,105.0,PALANDA,ZAMORA CHINCHIPE
144,2002,2,665,47.0,70.0,5.0,14.0,193.0,690.0,251.0,571.0,1356.0,1300.0,1705.0,136.0,YACUAMBI,ZAMORA CHINCHIPE
145,2002,2,670,125.0,236.0,26.0,19.0,817.0,1871.0,937.0,1648.0,5097.0,4638.0,5273.0,406.0,YANZATZA,ZAMORA CHINCHIPE
146,2002,2,675,265.0,315.0,60.0,48.0,1854.0,1622.0,1959.0,1012.0,4732.0,4085.0,6447.0,688.0,PALESTINA,GUAYAS
147,2002,2,680,679.0,869.0,54.0,100.0,1793.0,6845.0,1979.0,6642.0,14139.0,13523.0,17259.0,1702.0,PASTAZA,PASTAZA
148,2002,2,685,70.0,88.0,16.0,6.0,261.0,1131.0,277.0,1321.0,2096.0,2307.0,2990.0,180.0,MERA,PASTAZA
149,2002,2,690,175.0,242.0,11.0,26.0,844.0,1668.0,954.0,1449.0,4043.0,3847.0,4915.0,454.0,PORTOVELO,EL ORO
150,2002,2,695,330.0,446.0,33.0,59.0,2901.0,4594.0,3237.0,4525.0,10913.0,11042.0,15257.0,868.0,HUAQUILLAS,EL ORO
151,2002,2,700,149.0,272.0,9.0,16.0,336.0,4053.0,402.0,3678.0,5915.0,5819.0,8469.0,446.0,ARCHIDONA,NAPO
152,2002,2,705,114.0,135.0,13.0,18.0,355.0,1184.0,341.0,1079.0,2599.0,2288.0,2959.0,280.0,ATAHUALPA,EL ORO
153,2002,2,710,304.0,390.0,19.0,63.0,1793.0,3009.0,2019.0,2509.0,6835.0,6394.0,9330.0,776.0,MONTALVO,LOS RIOS
154,2002,2,715,982.0,1209.0,93.0,134.0,5208.0,4228.0,5769.0,2705.0,13216.0,11917.0,17910.0,2418.0,PEDRO CARBO,GUAYAS
155,2002,2,720,548.0,574.0,56.0,56.0,1929.0,4732.0,1558.0,3281.0,10046.0,7352.0,11500.0,1234.0,SHUSHUFINDI,SUCUMBIOS
156,2002,2,725,320.0,283.0,29.0,28.0,1123.0,3748.0,913.0,2655.0,7001.0,5316.0,8439.0,660.0,JOYA DE LOS SAGCHAS,ORELLANA
157,2002,2,730,65.0,89.0,12.0,16.0,313.0,1102.0,313.0,845.0,2402.0,2244.0,2573.0,182.0,PINDAL,LOJA
158,2002,2,735,425.0,467.0,73.0,88.0,4405.0,2310.0,4823.0,1866.0,8836.0,8504.0,13404.0,1053.0,PLAYAS,GUAYAS
159,2002,2,740,56.0,79.0,6.0,5.0,187.0,642.0,196.0,585.0,1878.0,1761.0,1610.0,146.0,QUILANGA,LOJA
160,2002,2,745,109.0,155.0,8.0,11.0,434.0,1228.0,381.0,909.0,2435.0,1973.0,2952.0,283.0,CASCALES,SUCUMBIOS
161,2002,2,750,592.0,616.0,70.0,86.0,1876.0,2463.0,1776.0,1602.0,6781.0,5420.0,7717.0,1364.0,PALENQUE,LOS RIOS
162,2002,2,755,57.0,75.0,9.0,14.0,290.0,1018.0,277.0,839.0,2125.0,1782.0,2424.0,155.0,LAS LAJAS,EL ORO
