,OP_CODIGO,OP_PROVINCIA_CODIGO,OP_CANTON_CODIGO,OP_PARROQUIA_CODIGO,OP_TIPO,OP_AMBITO,OP_NOMBRE,OP_SIGLAS,OP_LISTA
124,120000000203.0,12.0,0.0,0.0,ALIANZAS,ALIANZA,ALIANZA MPD-SOCIEDAD PATRIOTICA-UNIDAD PLURINACIONAL,MPD /PSP/MUPP-NP,15-3-18
125,120000000204.0,12.0,0.0,0.0,ALIANZAS,ALIANZA,ALIANZA MPD-PACHAKUTIK,MPD /MUPP-NP,15-18
126,120000000205.0,12.0,0.0,0.0,ALIANZAS,ALIANZA,ALIANZA SOCIALISTA FRENTE AMPLIO-DEMOCRACIA POPULAR,PS-FA /DP-UDC,17-5
127,125400000206.0,12.0,540.0,0.0,ALIANZAS,ALIANZA,ALIANZA MOVIMIENTO UNIDAD PLURINACIONAL PACHAKUTIK-NUEVO PAIS/ SOCIEDAD PATRIOTICA  21 DE ENERO,MUPP-NP /PSP,18-3
128,130000000041.0,13.0,0.0,0.0,MOVIMIENTOS PROVINCIALES,PROVINCIAL,MOVIMIENTO ARTESANAL POLITICO ECUATORIANO,M.A.P.E.,41
129,130000000201.0,13.0,0.0,0.0,ALIANZAS,ALIANZA,ALIANZA,PSP/MUPP-NP /AN,3-18-14
130,134400000045.0,13.0,440.0,0.0,MOVIMIENTOS CANTONALES,CANTONAL,MOVIMIENTO POLITICO DE LIBERACION NACIONAL,MPLN,45
131,134500000042.0,13.0,450.0,0.0,MOVIMIENTOS CANTONALES,CANTONAL,MOVIMIENTO INDEPENDIENTE ULTIMA CUMBRE,MIUC,42
132,134500000044.0,13.0,450.0,0.0,MOVIMIENTOS CANTONALES,CANTONAL,MOVIMIENTO INDEPENDIENTE SOLUCION ECUATORIANA,MISE,44
133,134550000043.0,13.0,455.0,0.0,MOVIMIENTOS CANTONALES,CANTONAL,FRENTE REVOLUCIONARIO INDEPENDIENTE UNIVERSITARIO DE JIPIJAPA,FRIU-J,43
134,134600000046.0,13.0,460.0,0.0,MOVIMIENTOS CANTONALES,CANTONAL,MOVIMIENTO CAMPESINO INDEPENDIENTE,MIC,46
135,140000000041.0,14.0,0.0,0.0,MOVIMIENTOS PROVINCIALES,PROVINCIAL,MOVIMIENTO DE INTEGRACION CAMPESINA DE MORONA SANTIAGO,MICMS,41
136,140000000042.0,14.0,0.0,0.0,MOVIMIENTOS PROVINCIALES,PROVINCIAL,MOVIMIENTO POLITICO DE UNIDAD PROVINCIAL INDEPENDIENTE,UPI,42
137,140000000201.0,14.0,0.0,0.0,ALIANZAS,ALIANZA,ALIANZA SOCIEDAD PATRIOTICA 21 DE ENERO / MOVIMIENTO AMAUTA JATARI,PSP/MIAJ,3-28
138,140000000202.0,14.0,0.0,0.0,ALIANZAS,ALIANZA,ALIANZA CONCERTACION PROVINCIAL,DP-UDC/ID,5-12
139,140000000203.0,14.0,0.0,0.0,ALIANZAS,ALIANZA,ALIANZA EL PUEBLO AL PODER,PRE /UPI,10-42
140,140000000204.0,14.0,0.0,0.0,ALIANZAS,ALIANZA,ALIANZA,ID /DP-UDC,12-5
141,146000000205.0,14.0,600.0,0.0,ALIANZAS,ALIANZA,ALIANZA SOCIEDAD PATRIOTICA 21 DE ENERO/ROLDOSISTA ECUATORIANO/MOVIMIENTO UNIDAD PROVINCIAL INDEPENDIENTE/ALFARISMO NACIONAL,PSP/PRE /UPI /AN,3-10-42-14
